StudentID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,True_Ability_Theta,Total_Raw_Score,Estimated_Ability
S_57,1,1,0,1,1,0,1,1,1,0,-0.8392175232226385,7,0.166875497825649
S_58,1,1,1,1,1,1,1,1,0,0,-0.3092123758512146,8,0.7721571879472521
S_59,1,1,1,1,1,0,1,1,1,0,0.3312634314035639,8,0.6981360437901449
S_60,1,1,1,1,1,1,1,1,1,1,0.9755451271223592,10,1.2351870272937104
S_61,1,1,0,1,1,1,0,0,1,0,-0.4791742378452899,6,-0.06473111044435458
S_62,1,1,0,0,0,0,1,0,1,0,-0.1856589766638171,4,-0.9507550400908402
S_63,0,0,0,0,0,0,1,1,1,1,-1.1063349740060282,4,-1.3939221138335613
S_64,0,1,0,1,1,0,0,1,0,0,-1.1962066240806708,4,-0.6736601852932542
S_65,1,0,0,1,1,1,1,1,1,1,0.812525822394198,8,0.1571214772359472
S_66,1,1,1,1,1,1,0,1,1,1,1.356240028570823,9,0.9868073088429345
S_67,1,1,1,0,0,1,1,1,0,1,-0.0720101215803338,7,-0.018586516210468387
S_68,1,1,1,1,1,0,1,1,0,1,1.0035328978920242,8,0.7260536277813249
S_69,0,1,1,1,1,1,1,1,1,1,0.3616360250476341,9,0.5795306798842867
S_70,0,1,0,1,0,1,0,1,1,1,-0.6451197546051243,6,-0.5218520521716029
S_71,1,1,1,1,1,1,1,1,1,1,0.3613956055084139,10,1.2351870272937104
S_72,1,1,1,1,1,1,1,1,1,1,1.5380365664659692,10,1.2351870272937104
S_73,1,1,1,0,1,1,1,0,1,0,-0.0358260391099515,7,0.11047308385926978
S_74,1,1,0,1,1,0,1,1,1,1,1.5646436558140062,8,0.37052517753834
S_75,0,0,1,1,0,0,1,0,0,1,-2.6197451040897444,4,-0.9130857029681703
S_76,1,1,0,1,1,0,0,1,1,0,0.8219025043752238,6,-0.023493679844222327
S_77,0,1,1,0,0,0,1,1,1,0,0.0870470682381712,5,-0.746002390257634
S_78,1,1,0,1,0,1,0,0,1,0,-0.2990073504658674,5,-0.466853952268092
S_79,0,1,1,1,0,0,0,1,0,1,0.0917607765355023,5,-0.4466814237087955
S_80,0,1,1,0,0,0,1,0,1,0,-1.9875689146008928,4,-0.9894634292279755
S_81,1,1,0,1,0,1,1,0,1,0,-0.2196718878375119,6,-0.29175260897127925
S_82,1,1,1,1,1,1,1,0,0,0,0.3571125715117464,7,0.45680880540874325
S_83,1,1,1,1,1,0,1,0,1,0,1.477894044741516,7,0.3886305952255991
S_84,1,1,1,1,1,1,0,1,1,0,-0.5182702182736474,8,0.7487651598305755
S_85,0,1,1,1,1,0,1,1,0,1,-0.8084936028931876,7,0.14637159461709087
S_86,1,1,0,1,0,0,1,1,0,0,-0.5017570435845365,5,-0.41035010452187537
S_87,1,1,1,1,1,1,0,0,1,1,0.915402117702074,8,0.6537389399220587
S_88,1,1,0,1,0,1,1,1,1,1,0.3287511096596844,8,0.16547023709467779
S_89,0,0,1,1,1,0,0,1,1,1,-0.5297602037670388,6,-0.29704140479162755
S_90,1,1,0,1,0,1,1,1,1,0,0.5132674331133561,7,-0.02886288003884584
S_91,1,1,0,1,1,1,1,0,1,1,0.0970775493480403,8,0.32537585567381133
S_92,1,1,1,1,1,0,1,1,0,0,0.9686449905328892,7,0.5035115698433223
S_93,1,1,1,0,0,0,0,0,1,1,-0.7020530938773524,5,-0.5141234734312432
S_94,1,0,1,1,1,1,1,1,0,1,-0.3276621465977682,8,0.4929056219998072
S_95,0,0,0,1,1,1,0,0,1,0,-0.3921081531321576,4,-0.9470560539432813
S_96,0,0,1,0,1,0,0,0,1,1,-1.4635149481321186,4,-0.993055595265374
S_97,1,1,1,0,1,1,1,1,1,1,0.296120277064576,9,0.6143901357150418
S_98,0,1,0,1,1,0,1,0,1,0,0.2610552721798893,5,-0.5973168594782639
S_99,0,1,0,1,1,1,1,1,1,0,0.0051134566424608,7,-0.12729106060942594
S_100,1,0,1,0,0,1,1,0,1,0,-0.2345871333751469,5,-0.7005883945188821
S_101,0,1,1,1,1,1,0,0,0,0,-1.4153707420504142,5,-0.26912115522962615
S_102,1,1,1,1,0,1,0,1,1,1,-0.420645322765359,8,0.4802014763278619
S_103,0,1,1,0,1,0,0,1,1,1,-0.3427145165267695,6,-0.3552680512266447
S_104,1,1,0,1,0,0,0,0,1,0,-0.8022772692216189,4,-0.6766113448900689
S_105,1,1,1,0,1,1,1,1,0,0,-0.1612857116660091,7,0.21761950396117832
S_106,1,1,1,1,1,1,0,1,1,1,0.4040508568145384,9,0.9868073088429345
S_107,1,1,0,1,0,1,1,1,1,0,1.8861859012105304,7,-0.02886288003884584
S_108,1,1,1,1,0,1,1,1,1,0,0.1745778128318389,8,0.4756651407664724
S_109,0,0,0,1,0,1,1,0,1,0,0.2575503907227643,4,-1.1581131667141704
S_110,1,1,0,0,0,0,1,1,1,0,-0.0744459157661672,5,-0.7070449166090327
S_111,0,0,1,1,0,1,1,1,0,0,-1.9187712152990413,5,-0.6343568690438012
S_112,1,1,1,1,0,1,1,1,1,0,-0.0265138754492168,8,0.4756651407664724
S_113,1,1,1,0,1,0,1,1,1,1,0.0602302099410264,8,0.3562882677886018
S_114,1,1,1,1,1,0,1,1,0,1,2.463242112485286,8,0.7260536277813249
S_115,1,1,0,1,1,1,0,1,1,1,-0.1923609647811225,8,0.4169580608707837
S_116,1,1,0,1,1,1,0,1,1,0,0.3015473423336124,7,0.2110237742505852
S_117,0,0,0,1,0,1,0,0,0,0,-0.0347117697052433,2,-1.4827649016824327
S_118,1,0,0,0,1,1,1,0,0,1,-1.168678037619532,5,-0.7307470313336746
S_119,1,1,1,1,1,1,1,1,1,0,1.1428228145150203,9,0.9816191583403062
S_120,1,1,1,1,1,1,1,0,1,1,0.7519330326867741,9,0.8805897253035639
S_121,1,1,1,1,1,1,1,1,1,1,0.7910319470430469,10,1.2351870272937104
S_122,0,1,0,1,0,1,1,1,1,0,-0.9093874547947388,6,-0.5255624055276119
S_123,0,1,1,1,0,1,1,1,1,1,1.4027943109360992,8,0.12087274358303679
S_124,0,1,0,1,0,0,0,1,0,0,-1.4018510627922809,3,-1.0531629688434339
S_125,1,1,1,1,1,0,1,1,1,1,0.5868570938002703,9,0.9328881685247423
S_126,1,1,1,1,1,1,1,1,1,1,2.1904556258099785,10,1.2351870272937104
S_127,0,0,0,0,0,1,0,0,1,0,-0.9905363251306885,2,-1.7915223951354178
S_128,0,1,0,1,1,1,1,1,1,0,-0.5662977296027719,7,-0.12729106060942594
S_129,1,1,1,0,1,1,0,0,1,0,0.0996513650876412,6,-0.07761271476899809
S_130,1,1,1,1,0,1,1,0,0,1,-0.5034756541161992,7,0.20713855124593852
S_131,0,1,0,0,0,1,1,1,1,1,-1.5506634310661327,6,-0.7983402446272658
S_132,0,1,1,1,1,0,1,1,1,1,0.0685629748060273,8,0.3236707516958662
S_133,0,1,0,1,0,0,1,0,0,0,-1.0623037137261049,3,-1.1285688795849198
S_134,0,1,1,1,0,0,1,1,1,0,0.4735924306351816,6,-0.2932490809651689
S_135,1,0,0,1,1,1,1,1,0,0,-0.9194242342338032,6,-0.20091942021377246
S_136,1,1,1,1,1,1,1,1,1,1,1.5499344050175394,10,1.2351870272937104
S_137,1,0,0,0,0,1,0,1,1,0,-0.7832532923362371,4,-1.0555680420959734
S_138,0,1,1,1,1,1,1,1,0,0,-0.3220615162056756,7,0.1860861533578752
S_139,1,1,0,1,1,1,0,1,1,1,0.8135172173696698,8,0.4169580608707837
S_140,0,0,0,0,1,0,0,1,0,0,-1.2308643164339552,2,-1.5090989444801517
S_141,1,1,1,1,1,1,0,1,0,0,0.2274599346041294,7,0.5515793699223894
S_142,1,1,1,1,0,0,1,0,1,1,1.307142754282428,7,0.1430032387968261
S_143,1,0,0,1,0,0,1,0,0,0,-1.6074832345612275,3,-1.0459488444811016
S_144,0,1,0,1,0,1,0,1,1,1,0.1846338585323042,6,-0.5218520521716029
S_145,1,1,0,1,1,0,1,0,0,0,0.2598827942484235,5,-0.2682745683076572
S_146,1,1,1,1,1,1,1,0,1,1,0.7818228717773104,9,0.8805897253035639
S_147,0,0,1,1,1,1,1,0,0,0,-1.236950710878082,5,-0.49625496604368025
S_148,1,0,0,0,0,1,0,1,0,1,-1.3204566130842763,4,-1.0345756527089425
S_149,1,1,1,1,1,1,1,1,1,1,0.5219415656168976,10,1.2351870272937104
S_150,1,1,1,0,0,0,0,1,1,0,0.296984673233186,5,-0.4404519532602927
S_151,1,1,1,1,1,0,1,1,0,1,0.2504928503458765,8,0.7260536277813249
S_152,1,1,0,1,1,0,1,0,0,0,0.3464482094969757,5,-0.2682745683076572
S_153,1,0,0,1,0,1,0,1,0,0,-0.6800247215784908,4,-0.7646331764648826
S_154,1,1,1,1,1,1,1,1,0,1,0.2322536971610035,9,1.011732328061409
S_155,0,1,1,1,0,1,1,1,0,1,0.2930724732986812,7,-0.048502738862937565
S_156,0,0,0,1,1,0,0,1,1,0,-0.7143514180263678,4,-0.9097650884505697
S_157,1,1,1,1,1,1,1,1,1,1,1.8657745111447568,10,1.2351870272937104
S_158,0,1,1,1,1,0,1,1,1,1,0.4738329209117875,8,0.3236707516958662
S_159,0,0,0,0,0,0,0,1,1,0,-1.1913034972026486,2,-1.7509879525110192
S_160,1,1,1,1,0,1,1,1,1,1,0.6565536086338297,9,0.696527063028194
S_161,1,1,1,1,1,1,1,1,0,0,-0.9746816702273214,8,0.7721571879472521
S_162,1,1,0,1,1,1,1,1,1,0,0.787084603742452,8,0.4124950867173756
S_163,1,1,0,1,1,1,1,1,0,0,1.158595579007404,7,0.23137659863824578
S_164,0,1,0,0,0,1,0,1,1,1,-0.8206823183517105,5,-0.9663878011133927
S_165,1,1,1,1,1,1,1,1,1,1,0.9633761292443218,10,1.2351870272937104
S_166,1,1,0,1,0,1,1,1,1,0,0.4127809269364983,7,-0.02886288003884584
S_167,1,1,1,1,0,1,1,1,1,1,0.82206015999449,9,0.696527063028194
S_168,1,1,1,1,1,1,1,1,1,0,1.8967929826539476,9,0.9816191583403062
S_169,0,1,0,1,1,0,1,0,0,0,-0.2453881160028705,4,-0.749417767767792
S_170,0,1,1,1,0,0,0,0,1,1,-0.7537361643574896,5,-0.5417467196882699
S_171,1,1,0,1,1,1,0,0,1,1,-0.8895144296255233,7,0.12804737119042817
S_172,1,1,0,1,0,1,0,1,0,1,-0.8158102849654383,6,-0.18927679511609125
S_173,1,1,1,0,1,1,1,1,1,1,-0.0771017094141042,9,0.6143901357150418
S_174,1,1,1,1,1,0,1,0,1,0,0.3411519748166439,7,0.3886305952255991
S_175,0,1,0,1,1,1,1,1,1,0,0.276690799330019,7,-0.12729106060942594
S_176,1,1,1,1,1,1,1,1,1,0,0.8271832490360238,9,0.9816191583403062
S_177,1,1,1,1,1,0,1,1,0,0,0.013001891877907,7,0.5035115698433223
S_178,1,1,1,1,1,1,1,1,1,0,1.4535340771573169,9,0.9816191583403062
S_179,0,1,1,0,1,0,1,0,1,0,-0.2646568332379561,5,-0.6092138508378229
S_180,1,1,1,1,1,1,1,1,1,1,2.720169166589619,10,1.2351870272937104
S_181,1,1,1,1,1,0,0,1,0,0,0.6256673477650062,6,0.2974921550324946
S_182,0,0,1,1,0,1,0,0,1,0,-0.8571575564162826,4,-0.896140334624249
S_183,0,1,0,0,1,0,0,0,0,1,-1.0708924980611123,3,-1.1879177745241132
S_184,1,1,0,1,1,0,1,0,1,0,0.4824724152431853,6,-0.10630250556189487
S_185,1,1,0,0,0,1,0,0,0,0,-0.2234627853258509,3,-1.0634757957012226
S_186,1,1,1,1,1,1,1,1,1,1,0.714000494092092,10,1.2351870272937104
S_187,1,0,1,0,1,1,1,1,0,0,0.4732376245735448,6,-0.21347284486700874
S_188,1,1,1,1,1,1,0,0,1,0,-0.0728289126568727,7,0.4352798735967174
S_189,1,1,1,0,0,0,1,0,1,0,-0.846793718068405,5,-0.5178369849683333
S_190,0,0,0,0,1,0,1,0,0,0,-1.5148472246858646,2,-1.5878514495372338
S_191,1,1,1,0,1,1,1,1,0,1,-0.4465149520670211,8,0.4239005600329613
S_192,1,1,1,1,1,1,1,1,0,1,0.8563987943234723,9,1.011732328061409
S_193,1,1,1,1,1,1,0,1,0,0,0.2140937441302039,7,0.5515793699223894
S_194,0,0,1,0,1,0,0,1,0,0,-1.245738778711988,3,-1.0721242245731482
S_195,1,1,0,1,0,0,0,1,1,1,0.173180925851182,6,-0.24837204725709408
S_196,1,1,1,1,0,1,1,1,1,1,0.3853173797288368,9,0.696527063028194
S_197,1,1,0,1,0,0,1,0,1,0,-0.883857436201133,5,-0.5058296521812122
S_198,1,1,1,1,1,0,0,1,1,1,0.1537251059455279,8,0.7029468755207854
S_199,1,1,0,1,1,1,1,1,1,0,0.0582087184459998,8,0.4124950867173756
S_200,1,1,1,1,1,0,1,1,0,0,-1.142970297830623,7,0.5035115698433223
S_201,1,1,0,1,0,1,0,0,1,0,0.3577873603482833,5,-0.466853952268092
S_202,1,1,0,1,1,1,1,1,1,1,0.5607845263682344,9,0.6296168632572681
S_203,1,1,1,1,1,0,0,1,0,0,1.083051243175277,6,0.2974921550324946
S_204,1,1,1,1,1,1,1,1,1,1,1.053802052034903,10,1.2351870272937104
S_205,1,0,0,0,0,0,0,1,1,1,-1.377669367957091,4,-1.0899229633383511
S_206,1,1,0,0,0,1,0,0,1,0,-0.9378250399151228,4,-0.9128463398307429
S_207,1,1,0,1,1,0,0,1,1,1,0.5150352672086598,7,0.17107637289146013
S_208,1,1,1,0,1,1,1,1,1,1,0.5137859509122088,9,0.6143901357150418
S_209,1,1,1,1,1,1,1,1,1,0,0.5150476863060479,9,0.9816191583403062
S_210,1,1,1,1,1,1,0,0,1,0,3.852731490654721,7,0.4352798735967174
S_211,1,1,1,1,1,1,0,1,0,0,0.570890510693167,7,0.5515793699223894
S_212,0,0,1,1,1,1,1,1,1,1,1.135565640180599,8,0.11260945500202232
S_213,1,1,1,1,1,1,1,1,0,1,0.9540017634932024,9,1.011732328061409
S_214,1,1,1,1,0,1,1,1,1,0,0.651391251305798,8,0.4756651407664724
S_215,1,1,1,0,0,1,0,1,1,0,-0.3152692446403456,6,-0.22430396667082497
S_216,0,0,1,1,0,1,1,1,1,1,0.7589692204932674,7,-0.3021457007217831
S_217,1,0,1,1,1,1,1,1,0,1,-0.7728252145375718,8,0.4929056219998072
S_218,0,1,1,1,0,0,1,1,0,0,-0.2368186067400088,5,-0.4504248444755238
S_219,0,1,0,1,0,1,0,1,1,0,-0.4853635478291034,5,-0.6960427489936801
S_220,1,1,1,0,1,1,0,0,1,0,0.0818741393863225,6,-0.07761271476899809
S_221,1,1,1,1,1,1,1,1,1,1,2.3146585666735087,10,1.2351870272937104
S_222,1,0,0,1,0,1,1,1,1,1,-1.867265192591748,7,-0.26118388516764024
S_223,1,0,1,1,0,0,1,1,1,0,0.6862601903745135,6,-0.20557303341102073
S_224,0,1,0,0,0,0,0,1,0,0,-1.6127158711896517,2,-1.5015890999925787
S_225,1,1,0,1,0,0,0,1,1,0,-0.4719318657894334,5,-0.42833148549069266
S_226,1,1,1,1,1,1,1,0,1,0,1.088950596967366,8,0.6489907005924519
S_227,1,1,0,1,0,0,1,0,1,1,0.0642800190954627,6,-0.3278711776964182
S_228,1,0,0,0,0,0,0,1,1,1,-1.077744777929306,4,-1.0899229633383511
S_229,0,0,1,1,0,1,0,0,1,1,-0.7153037092599682,5,-0.7241292059402707
S_230,1,1,1,0,1,1,1,0,1,0,0.6795977489346758,7,0.11047308385926978
S_231,0,1,1,0,1,1,1,0,0,0,-0.7303666317171367,5,-0.5529781461991164
S_232,1,1,1,1,0,1,0,1,1,1,0.2164585895819748,8,0.4802014763278619
S_233,1,1,0,1,0,1,1,0,1,1,0.0455718399038137,7,-0.10762723480977054
S_234,0,1,1,1,0,0,0,0,1,0,-0.6516003476058171,4,-0.7156427029425472
S_235,1,1,1,1,1,0,1,1,1,0,2.1439440893253257,8,0.6981360437901449
S_236,1,1,0,1,1,1,1,1,1,1,0.6339190223180112,9,0.6296168632572681
S_237,0,1,0,0,0,1,1,0,1,1,-2.025142586657607,5,-1.0416199552067853
S_238,1,1,0,1,1,0,1,1,1,0,0.1864543147694276,7,0.166875497825649
S_239,1,1,0,0,0,1,1,0,0,0,-0.661786464768388,4,-0.8955002602614426
S_240,1,1,1,1,1,1,1,1,1,0,0.852433334796224,9,0.9816191583403062
S_241,1,0,1,0,0,1,1,1,1,0,-0.7925207384327007,6,-0.4529044162831937
S_242,0,1,1,1,0,1,1,1,1,1,-0.114736441466899,8,0.12087274358303679
S_243,1,1,1,1,0,1,1,1,1,1,0.5049872789804571,9,0.696527063028194
S_244,1,1,1,1,1,1,0,0,1,0,0.8657551941701215,7,0.4352798735967174
S_245,0,0,1,0,0,0,0,1,1,0,-1.2002964070557762,3,-1.3019761132824186
S_246,1,1,1,1,0,0,0,1,1,1,-0.3345012358409484,7,0.2305356842822715
S_247,0,1,1,1,0,1,0,1,1,1,-0.4749453111609562,7,-0.0676261153489318
S_248,1,1,1,1,0,1,0,1,0,1,-0.6533292325737119,7,0.2960419693581659
S_249,1,1,1,1,1,0,1,1,1,1,1.7654542402810969,9,0.9328881685247423
S_250,1,1,1,1,1,1,0,0,1,0,0.4049817109609555,7,0.4352798735967174
S_251,0,1,1,0,0,0,1,1,0,0,-1.2608839543350452,4,-0.896917282601141
S_252,1,1,1,1,0,1,1,1,1,0,0.917861947054776,8,0.4756651407664724
S_253,1,1,1,1,1,1,1,1,1,1,2.122156197012633,10,1.2351870272937104
S_254,1,1,1,1,1,1,1,1,1,1,1.0324652605511468,10,1.2351870272937104
S_255,1,1,0,1,1,0,0,0,1,0,-1.5193699659540134,5,-0.2866397981098922
S_256,1,1,0,1,0,1,0,1,1,1,-0.4842340728662513,7,-0.02484077655017921
S_257,1,1,1,1,1,1,1,0,1,1,1.2669111491866227,9,0.8805897253035639
S_258,1,1,0,1,0,0,0,0,1,1,-0.7076694656187807,5,-0.5021111216339087
S_259,1,1,0,1,0,1,1,0,1,1,0.4438194281462284,7,-0.10762723480977054
S_260,1,1,1,1,1,0,0,1,1,0,0.7746340534293368,7,0.4817211459511674
S_261,1,1,0,1,0,1,1,0,1,0,-0.926930471578083,6,-0.29175260897127925
S_262,1,1,1,1,1,1,1,1,0,0,-0.0595253560618,8,0.7721571879472521
S_263,0,1,1,0,0,1,0,0,0,1,-3.241267340069073,4,-0.9305873885685965
S_264,0,0,0,0,0,0,1,0,0,0,-1.0243876413342898,1,-2.0014091424876606
S_265,1,1,0,1,0,0,1,1,0,0,-0.2525681513931603,5,-0.41035010452187537
S_266,0,1,0,0,1,1,1,1,1,0,-1.2477831819648495,6,-0.5894517950485533
S_267,1,1,1,1,1,1,1,1,1,1,1.6324113039316352,10,1.2351870272937104
S_268,0,1,0,0,0,1,1,0,1,0,-1.430141377960633,4,-1.2139409198432383
S_269,1,1,0,0,0,1,1,0,1,0,-0.4400444866969837,5,-0.7445781483345703
S_270,1,1,1,1,1,1,1,1,1,0,0.1307405772860913,9,0.9816191583403062
S_271,1,1,0,0,1,0,1,1,1,1,1.4412732890661155,7,-0.1352149375516232
S_272,0,1,0,0,0,0,1,1,1,1,-1.4358621511794394,5,-1.0043024978639927
S_273,1,1,1,1,1,1,1,1,1,1,1.1631637521549596,10,1.2351870272937104
S_274,0,1,0,1,0,0,0,1,1,0,0.010233061019587,4,-0.9025481854026369
S_275,0,1,0,1,1,0,0,0,1,0,-0.9815086510479508,4,-0.7668423686654703
S_276,1,0,0,1,0,0,1,1,1,0,0.4621034742632707,5,-0.651104755569541
S_277,1,1,0,1,1,0,0,1,1,1,0.19905969557347,7,0.17107637289146013
S_278,0,1,1,0,0,0,0,1,1,0,-0.6002168771587947,4,-0.9142630829615785
S_279,1,1,0,1,0,1,1,1,1,0,0.0698020849900189,7,-0.02886288003884584
S_280,1,0,0,1,1,1,1,1,1,0,-0.3853135968617602,7,-0.036860732241717604
S_281,0,0,0,1,0,0,1,0,1,0,0.113517345251248,3,-1.3667185300587517
S_282,0,1,0,1,0,1,0,1,1,1,0.6621306745210467,6,-0.5218520521716029
S_283,0,1,1,1,1,1,1,1,1,1,1.586016816145352,9,0.5795306798842867
S_284,1,1,1,1,0,0,0,1,1,0,-1.237815498826849,6,0.0333891993728399
S_285,1,1,1,1,1,1,1,1,1,0,2.133033374656266,9,0.9816191583403062
S_286,1,1,0,1,1,0,1,0,0,1,-1.9520877995225017,6,-0.08335255878998356
S_287,1,1,1,1,1,1,1,1,1,0,-0.1517850950355833,9,0.9816191583403062
S_288,1,1,1,1,1,1,0,0,1,1,0.5883172064845765,8,0.6537389399220587
S_289,0,0,0,1,1,1,0,1,1,0,0.2809918677350326,5,-0.7033170095191155
S_290,1,0,1,1,0,0,1,1,0,1,-0.6226995198205938,6,-0.18305021126343007
S_291,1,1,1,1,1,1,1,1,1,0,-0.2081222503572752,9,0.9816191583403062
S_292,1,1,1,1,0,1,0,0,1,1,-0.4930009346588328,7,0.18690291282923413
S_293,1,0,1,1,0,0,0,1,0,1,-0.5893647569442115,5,-0.361058365672748
S_294,1,1,1,1,1,0,0,1,1,1,0.8496020970210246,8,0.7029468755207854
S_295,1,1,1,1,0,1,1,1,1,0,0.3570154859650473,8,0.4756651407664724
S_296,1,1,0,1,0,1,0,0,0,1,-0.6929095952606542,5,-0.44521773830234024
S_297,1,1,1,1,1,1,1,0,1,1,0.8995998754332507,9,0.8805897253035639
S_298,1,1,1,1,0,1,1,1,1,1,0.3072995208766093,9,0.696527063028194
S_299,1,1,1,1,1,1,0,1,1,1,0.8128621188389601,9,0.9868073088429345
S_300,1,1,1,1,0,1,1,1,0,1,0.6296288419236122,8,0.5019832546005778
S_301,0,1,1,1,0,0,0,1,0,0,-0.8289950109220723,4,-0.6221411413306779
S_302,1,0,0,0,0,1,1,0,1,0,-0.5601810401969696,4,-1.1309809159382302
S_303,1,1,0,1,1,1,1,1,1,0,0.7472936051232618,8,0.4124950867173756
S_304,0,1,1,1,1,1,1,1,1,0,0.6103702654334648,8,0.3651437605179166
S_305,1,1,1,1,0,0,0,1,0,0,-0.0209015939641481,5,-0.1329407554329368
S_306,1,1,1,1,0,1,1,0,0,0,0.117327383308782,6,0.01101960547952703
S_307,1,1,1,1,1,1,1,1,1,0,1.277664895788425,9,0.9816191583403062
S_308,1,1,1,1,0,1,1,1,1,0,-0.5915713888358299,8,0.4756651407664724
S_309,1,1,1,1,0,1,1,0,1,1,0.5470973811700379,8,0.38714687395145725
